Player,.id,Rating,Games,Win,Draw,Loss,Lag,Team_Name
1452,1992,2286.620884,31,20,0,11,3,West Virginia
1408,1992,2286.594209,29,21,0,8,0,Tulane
1427,1992,2286.589591,26,18,0,8,7,UT San Antonio
1308,1994,2286.501507,28,21,0,7,0,New Mexico St
1412,1998,2286.476876,30,19,0,11,2,UAB
1458,2001,2286.363965,28,18,0,10,2,Wisconsin
1437,1985,2286.32918,29,19,0,10,2,Villanova
1344,1997,2286.32636,31,20,0,11,2,Providence
1251,1997,2286.225554,29,20,0,9,8,Liberty
1107,2006,2286.220988,31,21,0,10,1,Albany NY
1112,1985,2286.211562,27,18,0,9,1,Arizona
1229,1995,2286.206209,30,18,0,12,7,Illinois St
1218,1998,2286.099291,27,19,0,8,5,Hawaii
1386,2005,2286.075202,30,19,0,11,1,St Joseph's PA
1350,1985,2286.016411,29,19,0,10,1,Richmond
1250,1988,2286.012249,28,19,0,9,6,Lehigh
1249,2012,2285.987432,32,21,0,11,1,Lamar
1207,1988,2285.957263,25,16,0,9,2,Georgetown
1316,2015,2285.896489,31,20,0,11,7,North Florida
1111,2010,2285.878806,31,20,0,11,6,Appalachian St
1442,1995,2285.869658,26,18,0,8,7,W Illinois
1173,1998,2285.851791,31,20,0,11,3,Dayton
1150,2002,2285.809086,29,18,0,11,2,Charlotte
1274,2015,2285.788846,33,21,0,12,3,Miami FL
1330,1995,2285.777571,31,20,0,11,6,Old Dominion
1220,2011,2285.754517,31,20,0,11,7,Hofstra
1336,2001,2285.742922,30,19,0,11,1,Penn St
1435,1997,2285.737441,29,18,0,11,2,Vanderbilt
1329,2014,2285.728864,33,21,0,12,3,Oklahoma St
1411,2015,2285.727376,34,22,0,12,1,TX Southern
1380,1999,2285.725419,24,18,0,6,0,Southern Univ
1345,1993,2285.715371,27,18,0,9,1,Purdue
1314,1990,2285.663238,31,19,0,12,2,North Carolina
1235,2005,2285.651504,29,18,0,11,2,Iowa St
1243,1993,2285.590962,29,19,0,10,0,Kansas St
1275,2006,2285.582367,28,18,0,10,3,Miami OH
1400,2012,2285.485691,33,20,0,13,2,Texas
1130,2002,2285.454831,31,20,0,11,3,Boston College
1147,1990,2285.413408,27,19,0,8,3,Centenary
1318,2010,2285.350849,32,20,0,12,7,Northeastern
1116,1985,2285.218477,33,21,0,12,0,Arkansas
1222,2009,2285.187942,32,21,0,11,2,Houston
1395,1986,2285.17193,26,18,0,8,1,TCU
1330,1994,2285.160711,29,20,0,9,6,Old Dominion
1276,2007,2285.086767,33,21,0,12,2,Michigan
1454,2011,2285.054464,32,19,0,13,5,WI Milwaukee
1158,2010,2285.028184,32,21,0,11,7,Col Charleston
1129,1999,2285.00162,28,20,0,8,1,Boise St
1305,1992,2284.957909,28,18,0,10,1,Nevada
1173,2002,2284.882106,30,20,0,10,2,Dayton
1408,1993,2284.815781,28,20,0,8,2,Tulane
1201,1997,2284.790971,30,19,0,11,3,Fresno St
1461,1986,2284.71511,29,18,0,11,1,Wyoming
1206,2002,2284.671547,28,19,0,9,8,George Mason
1163,2015,2284.651137,34,20,0,14,0,Connecticut
1184,2005,2284.580391,27,19,0,8,8,E Kentucky
1176,2012,2284.518902,31,22,0,9,6,Denver
1199,2007,2284.441797,32,20,0,12,2,Florida St
1434,2011,2284.439689,32,21,0,11,8,Valparaiso
1201,1999,2284.412957,31,20,0,11,3,Fresno St
1448,2002,2284.354506,32,20,0,12,1,Wake Forest
1104,2013,2284.318269,32,20,0,12,1,Alabama
1199,1988,2284.180309,29,19,0,10,1,Florida St
1232,2014,2283.978124,31,21,0,10,7,Indiana St
1283,2005,2283.930351,30,18,0,12,6,Missouri St
1427,1990,2283.92578,27,20,0,7,4,UT San Antonio
1269,1997,2283.876998,31,18,0,13,3,Massachusetts
1286,1987,2283.869738,25,18,0,7,3,Montana St
1185,1995,2283.846921,27,18,0,9,3,E Michigan
1111,1998,2283.838009,26,18,0,8,7,Appalachian St
1304,1986,2283.735038,27,17,0,10,2,Nebraska
1383,1999,2283.69327,27,19,0,8,7,St Francis NY
1323,2004,2283.675999,29,17,0,12,3,Notre Dame
1379,1998,2283.670539,31,21,0,10,2,Southern Miss
1424,2009,2283.667666,31,21,0,10,3,UNLV
1149,1987,2283.666526,26,18,0,8,8,Charleston So
1431,2006,2283.652237,27,18,0,9,2,UTEP
1364,1989,2283.615558,29,21,0,8,2,Santa Barbara
1418,2003,2283.604293,28,19,0,9,8,ULL
1305,2008,2283.546177,31,20,0,11,2,Nevada
1180,2011,2283.536273,31,21,0,10,8,Drexel
1155,1989,2283.514465,28,18,0,10,2,Clemson
1290,1996,2283.493646,24,18,0,6,1,MS Valley St
1347,1998,2283.363473,23,16,0,7,8,Radford
1457,2008,2283.358386,31,20,0,11,8,Winthrop
1279,2007,2283.341918,32,20,0,12,1,Mississippi
1281,2002,2283.317305,32,21,0,11,2,Missouri
1397,1989,2283.285759,29,19,0,10,1,Tennessee
1241,1990,2283.2189,30,20,0,10,6,James Madison
1371,2010,2283.177134,31,19,0,12,4,Seton Hall
1307,2011,2283.135164,32,20,0,12,2,New Mexico
1214,2011,2283.094988,31,23,0,8,1,Hampton
1124,2008,2283.035314,30,20,0,10,3,Baylor
1301,2005,2282.920824,32,19,0,13,1,NC State
1234,1985,2282.909189,30,20,0,10,1,Iowa
1395,1992,2282.870107,32,22,0,10,1,TCU
1351,1996,2282.865139,30,19,0,11,2,Rider
1462,1999,2282.829836,31,21,0,10,2,Xavier
1145,1996,2282.828015,29,19,0,10,6,Canisius
1292,1991,2282.782659,28,19,0,9,6,MTSU
1309,1994,2282.735299,27,18,0,9,7,New Orleans
1455,2005,2282.705319,29,20,0,9,7,Wichita St
1439,1988,2282.631661,29,19,0,10,2,Virginia Tech
1196,2010,2282.610971,33,21,0,12,2,Florida
1356,2000,2282.513247,31,19,0,12,7,S Illinois
1233,2001,2282.459857,31,21,0,10,6,Iona
1354,2003,2282.453687,30,20,0,10,1,S Carolina St
1365,1985,2282.445928,24,16,0,8,3,Santa Clara
1339,2010,2282.442498,29,19,0,10,7,Portland
1335,2012,2282.423981,31,19,0,12,5,Penn
1130,2011,2282.360738,32,20,0,12,2,Boston College
1387,1987,2282.353898,31,22,0,9,8,St Louis
1425,1997,2282.348536,27,17,0,10,1,USC
1275,1985,2282.266548,28,18,0,10,3,Miami OH
1164,1995,2282.22562,28,19,0,9,9,Coppin St
1112,2006,2282.148219,31,19,0,12,2,Arizona
1455,1985,2282.094378,29,17,0,12,3,Wichita St
1378,2010,2282.090935,32,20,0,12,4,South Florida
1293,1995,2282.047605,26,18,0,8,8,Murray St
1362,1998,2282.03483,28,18,0,10,6,San Francisco
1103,2009,2282.027279,34,22,0,12,1,Akron
1434,2012,2282.006604,31,20,0,11,5,Valparaiso
1235,1989,2281.997022,28,17,0,11,1,Iowa St
1350,2015,2281.977906,32,19,0,13,2,Richmond
1190,2009,2281.973696,32,22,0,10,8,ETSU
1325,2010,2281.937625,34,20,0,14,1,Ohio
1401,1986,2281.882119,30,19,0,11,0,Texas A&M
1190,2011,2281.871763,32,21,0,11,9,ETSU
1328,2013,2281.793825,31,20,0,11,3,Oklahoma
1256,2010,2281.76981,33,23,0,10,2,Louisiana Tech
1325,2014,2281.744187,33,22,0,11,3,Ohio
1279,2002,2281.710926,28,18,0,10,3,Mississippi
1207,1994,2281.604908,27,16,0,11,0,Georgetown
1397,2012,2281.574432,31,17,0,14,2,Tennessee
1129,1987,2281.563774,25,18,0,7,3,Boise St
1113,1993,2281.561031,26,17,0,9,1,Arizona St
1393,1997,2281.557763,31,19,0,12,3,Syracuse
1392,2010,2281.524725,30,21,0,9,7,Stony Brook
1276,2009,2281.471496,32,19,0,13,2,Michigan
1228,1994,2281.432653,27,17,0,10,1,Illinois
1460,1991,2281.402781,26,18,0,8,1,Wright St
1428,1988,2281.338548,28,18,0,10,3,Utah
1345,1991,2281.328799,28,17,0,11,1,Purdue
1184,2013,2281.315938,31,22,0,9,9,E Kentucky
1463,2015,2281.282573,30,20,0,10,1,Yale
1401,1985,2281.224612,26,17,0,9,1,Texas A&M
1196,1987,2281.161837,31,21,0,10,2,Florida
1414,2014,2281.132106,32,21,0,11,2,UC Irvine
1388,1995,2281.090168,28,18,0,10,7,St Mary's CA
1458,2002,2281.023636,29,17,0,12,2,Wisconsin
1389,1995,2280.950589,29,19,0,10,6,St Peter's
1221,2006,2280.94617,32,20,0,12,2,Holy Cross
1206,2000,2280.927801,30,19,0,11,7,George Mason
1220,1992,2280.899768,29,20,0,9,6,Hofstra
1387,2004,2280.878684,30,18,0,12,2,St Louis
1460,2008,2280.834413,31,21,0,10,9,Wright St
1246,1987,2280.816026,28,18,0,10,2,Kentucky
1408,1997,2280.751403,28,18,0,10,3,Tulane
1417,2002,2280.708797,30,19,0,11,3,UCLA
1371,2003,2280.681849,29,17,0,12,3,Seton Hall
1451,1993,2280.652217,24,17,0,7,3,Weber St
1462,1994,2280.645264,26,19,0,7,6,Xavier
1364,2002,2280.595583,29,19,0,10,1,Santa Barbara
1351,1993,2280.593239,29,19,0,10,9,Rider
1265,2006,2280.581876,29,19,0,10,7,Marist
1243,2008,2280.562546,30,19,0,11,2,Kansas St
1155,2007,2280.537327,31,21,0,10,3,Clemson
1151,2015,2280.501304,30,20,0,10,8,Chattanooga
1457,2000,2280.464111,26,18,0,8,8,Winthrop
1283,1999,2280.434653,30,20,0,10,7,Missouri St
1437,2000,2280.366152,31,19,0,12,3,Villanova
1450,1994,2280.365989,28,18,0,10,1,Washington St
1264,1994,2280.316409,29,19,0,10,6,Manhattan
1266,1985,2280.304466,28,18,0,10,1,Marquette
1229,1993,2280.240295,28,18,0,10,6,Illinois St
1257,1992,2280.198779,28,18,0,10,2,Louisville
1166,2004,2280.186205,28,20,0,8,8,Creighton
1408,1994,2280.148646,27,17,0,10,2,Tulane
1360,2003,2280.136075,28,17,0,11,6,San Diego
1165,2009,2280.133429,29,20,0,9,8,Cornell
1404,2009,2280.131963,29,20,0,9,9,TN Martin
1458,2009,2280.035619,31,19,0,12,2,Wisconsin
1419,1988,2279.977023,29,21,0,8,3,ULM
1448,2001,2279.96038,29,19,0,10,2,Wake Forest
1344,1993,2279.958102,28,17,0,11,1,Providence
1442,2013,2279.884887,28,20,0,8,6,W Illinois
1337,1994,2279.806207,27,17,0,10,6,Pepperdine
1418,1991,2279.722133,31,21,0,10,8,ULL
1288,2008,2279.696808,31,21,0,10,1,Morgan St
1352,1992,2279.674671,30,19,0,11,10,Robert Morris
1422,2002,2279.658338,30,20,0,10,8,UNC Greensboro
1434,2003,2279.653276,30,20,0,10,5,Valparaiso
1388,2015,2279.635115,29,20,0,9,8,St Mary's CA
1376,1988,2279.564299,28,18,0,10,1,South Carolina
1328,2004,2279.515122,29,19,0,10,2,Oklahoma
1305,1995,2279.490498,29,18,0,11,0,Nevada
1313,2013,2279.489253,32,21,0,11,4,Norfolk St
1104,2004,2279.248925,29,17,0,12,2,Alabama
1401,2005,2279.21653,26,17,0,9,3,Texas A&M
1241,1991,2279.131036,28,19,0,9,8,James Madison
1439,1985,2279.065607,27,19,0,8,3,Virginia Tech
1433,2005,2279.050547,31,19,0,12,6,VA Commonwealth
1161,1998,2279.029287,26,18,0,8,5,Colorado St
1236,2014,2278.980859,31,21,0,10,5,IPFW
1412,1992,2278.952771,27,19,0,8,3,UAB
1290,2012,2278.912077,33,21,0,12,1,MS Valley St
1208,1995,2278.906468,27,18,0,9,2,Georgia
1231,1998,2278.819126,30,19,0,11,2,Indiana
1392,2015,2278.779848,32,21,0,11,1,Stony Brook
1130,1994,2278.776601,29,19,0,10,2,Boston College
1108,2002,2278.766572,29,20,0,9,1,Alcorn St
1298,1995,2278.744649,28,19,0,9,2,Navy
1460,1990,2278.578987,25,18,0,7,6,Wright St
1416,1994,2278.566612,27,19,0,8,8,UCF
1279,2015,2278.539554,32,20,0,12,3,Mississippi
1443,1992,2278.486909,29,19,0,10,8,WKU
1203,1994,2278.45937,28,17,0,11,6,G Washington
1308,2003,2278.411557,28,19,0,9,6,New Mexico St
1155,2014,2278.401729,32,20,0,12,2,Clemson
1150,2008,2278.32799,33,20,0,13,2,Charlotte
1414,2003,2278.261255,28,19,0,9,2,UC Irvine
1264,2015,2278.222941,32,19,0,13,6,Manhattan
1344,1996,2278.173951,28,17,0,11,3,Providence
1437,2011,2278.158063,32,21,0,11,5,Villanova
1122,1996,2278.113316,27,17,0,10,8,Austin Peay
1375,2001,2278.107814,30,20,0,10,5,South Alabama
1435,2009,2278.031635,31,19,0,12,3,Vanderbilt
1156,2014,2278.004117,30,19,0,11,8,Cleveland St
1177,1995,2277.968478,27,17,0,10,3,DePaul
1305,2010,2277.967695,31,19,0,12,2,Nevada
1275,2005,2277.937554,28,18,0,10,2,Miami OH
1365,2001,2277.92484,31,19,0,12,6,Santa Clara
1376,1989,2277.834916,28,18,0,10,2,South Carolina
1241,1992,2277.783962,31,21,0,10,6,James Madison
1310,1987,2277.778249,28,19,0,9,2,Niagara
1190,2003,2277.777467,27,17,0,10,8,ETSU
1386,1993,2277.762358,28,18,0,10,6,St Joseph's PA
1131,2003,2277.684714,30,20,0,10,1,Boston Univ
1463,1990,2277.676221,24,17,0,7,8,Yale
1234,1991,2277.630754,28,18,0,10,1,Iowa
1373,2003,2277.621227,29,19,0,10,7,Siena
1386,1985,2277.613001,29,18,0,11,2,St Joseph's PA
1120,1988,2277.60789,27,17,0,10,2,Auburn
1414,2015,2277.529438,31,19,0,12,1,UC Irvine
1166,1990,2277.518203,32,21,0,11,7,Creighton
1328,1999,2277.503628,29,19,0,10,2,Oklahoma
1460,2009,2277.4427,33,20,0,13,8,Wright St
1422,1996,2277.417712,29,20,0,9,8,UNC Greensboro
1151,1997,2277.40922,28,18,0,10,7,Chattanooga
1301,2003,2277.308213,30,18,0,12,0,NC State
1209,2004,2277.153913,27,18,0,9,9,Georgia St
1309,1995,2277.115175,30,19,0,11,8,New Orleans
1436,2003,2277.114529,29,19,0,10,1,Vermont
1117,1998,2277.032951,29,20,0,9,8,Arkansas St
1192,1986,2277.013269,26,18,0,8,3,F Dickinson
1122,1987,2276.989593,26,16,0,10,1,Austin Peay
1254,2013,2276.985458,33,20,0,13,5,Long Island
1157,2015,2276.979457,29,20,0,9,7,Coastal Car
1416,2007,2276.897982,29,20,0,9,3,UCF
1169,2000,2276.833751,29,19,0,10,1,CS Northridge
1438,1994,2276.809958,29,17,0,12,0,Virginia
1177,2005,2276.808629,29,19,0,10,3,DePaul
1103,2005,2276.763907,28,18,0,10,3,Akron
1138,2014,2276.747766,28,18,0,10,3,Buffalo
1266,1986,2276.695906,28,18,0,10,1,Marquette
1120,2003,2276.683139,30,19,0,11,1,Auburn
1273,2013,2276.664023,32,21,0,11,8,Mercer
1229,1996,2276.660373,30,19,0,11,7,Illinois St
1435,1989,2276.620759,31,18,0,13,1,Vanderbilt
1308,2008,2276.575342,34,20,0,14,1,New Mexico St
1156,2008,2276.548996,31,19,0,12,5,Cleveland St
1345,2003,2276.502004,28,18,0,10,2,Purdue
1388,2014,2276.493316,32,21,0,11,6,St Mary's CA
1458,2000,2276.483768,31,18,0,13,1,Wisconsin
1304,2008,2276.459921,31,19,0,12,2,Nebraska
1176,2005,2276.384373,28,18,0,10,5,Denver
1138,2012,2276.252129,28,18,0,10,2,Buffalo
1231,1990,2276.185659,28,18,0,10,1,Indiana
1278,1989,2276.155142,27,16,0,11,1,Minnesota
1329,1993,2276.120488,23,15,0,8,2,Oklahoma St
1202,1991,2276.088545,25,17,0,8,8,Furman
1160,2004,2276.087348,27,17,0,10,2,Colorado
1132,1999,2275.969491,26,16,0,10,5,Bowling Green
1343,2012,2275.927695,28,17,0,11,5,Princeton
1131,1998,2275.911572,30,19,0,11,1,Boston Univ
1285,1985,2275.901687,25,18,0,7,5,Montana
1449,1986,2275.876765,30,19,0,11,1,Washington
1450,1992,2275.86705,28,18,0,10,1,Washington St
1330,2012,2275.844196,33,20,0,13,7,Old Dominion
1163,1991,2275.828627,27,17,0,10,3,Connecticut
1373,2001,2275.817844,30,19,0,11,7,Siena
1408,2000,2275.788447,30,20,0,10,2,Tulane
1139,1996,2275.734027,26,18,0,8,8,Butler
1113,2003,2275.652955,29,18,0,11,3,Arizona St
1106,2009,2275.645737,29,20,0,9,1,Alabama St
1274,2012,2275.603063,31,19,0,12,2,Miami FL
1275,1994,2275.587182,28,18,0,10,3,Miami OH
1393,1995,2275.487089,27,18,0,9,2,Syracuse
1234,1998,2275.473642,29,19,0,10,2,Iowa
1372,2003,2275.370382,27,19,0,8,2,SF Austin
1139,1985,2275.359018,24,16,0,8,3,Butler
1399,2001,2275.356193,26,17,0,9,9,Tennessee Tech
1425,2011,2275.259756,33,19,0,14,2,USC
1358,2014,2275.248461,31,21,0,10,1,Sam Houston St
1194,2002,2275.190378,28,18,0,10,8,FL Atlantic
1280,1999,2275.179456,31,19,0,12,1,Mississippi St
1252,2006,2275.13225,31,21,0,10,8,Lipscomb
1400,2015,2275.07721,33,20,0,13,3,Texas
1418,1990,2275.061482,29,20,0,9,8,ULL
1241,1987,2275.024583,28,19,0,9,7,James Madison
1420,2002,2274.995554,29,20,0,9,8,UMBC
1386,2006,2274.965507,31,18,0,13,1,St Joseph's PA
1163,2012,2274.947095,33,20,0,13,3,Connecticut
1412,1999,2274.915551,31,20,0,11,2,UAB
1268,1996,2274.84177,29,17,0,12,1,Maryland
1247,2012,2274.832674,33,21,0,12,2,La Salle
1276,1987,2274.759539,28,17,0,11,1,Michigan
1140,2013,2274.747474,31,20,0,11,9,BYU
1203,1991,2274.736219,30,19,0,11,3,G Washington
1103,2014,2274.728862,33,21,0,12,2,Akron
1267,2012,2274.711952,33,20,0,13,1,Marshall
1110,2014,2274.705518,32,20,0,12,4,American Univ
1156,1989,2274.663286,24,15,0,9,8,Cleveland St
1403,2003,2274.626753,30,18,0,12,1,Texas Tech
1461,1999,2274.594952,26,17,0,9,8,Wyoming
1199,2008,2274.552436,33,19,0,14,2,Florida St
1300,2013,2274.504973,28,19,0,9,4,NC Central
1420,1999,2274.453788,28,19,0,9,7,UMBC
1457,1999,2274.369555,21,15,0,6,8,Winthrop
1227,1995,2274.359878,26,17,0,9,9,IL Chicago
1128,2004,2274.331537,25,18,0,7,15,Birmingham So
1103,1987,2274.323547,26,18,0,8,2,Akron
1396,1992,2274.287606,29,17,0,12,6,Temple
1349,1993,2274.26653,26,17,0,9,2,Rice
1175,2007,2274.260712,32,20,0,12,1,Delaware St
1319,1999,2274.26013,26,18,0,8,1,Northern Arizona
1158,2001,2274.243902,27,20,0,7,9,Col Charleston
1158,2002,2274.235493,28,20,0,8,8,Col Charleston
1206,1986,2274.168249,29,18,0,11,6,George Mason
1379,2011,2274.070172,29,19,0,10,3,Southern Miss
1407,2001,2274.019415,30,18,0,12,8,Troy
1112,2009,2273.916773,32,19,0,13,3,Arizona
1307,1992,2273.904401,29,18,0,11,3,New Mexico
1378,1990,2273.887073,30,20,0,10,6,South Florida
1203,2004,2273.856897,29,18,0,11,2,G Washington
1324,2009,2273.81809,33,21,0,12,5,Oakland
1193,2003,2273.768784,30,19,0,11,6,Fairfield
1365,2007,2273.736063,30,20,0,10,6,Santa Clara
1364,1993,2273.69871,28,18,0,10,1,Santa Barbara
1405,2001,2273.682779,31,21,0,10,3,Toledo
1331,2006,2273.671066,31,20,0,11,5,Oral Roberts
1137,1992,2273.663754,29,20,0,9,5,Bucknell
1156,1985,2273.654247,26,18,0,8,3,Cleveland St
1180,1986,2273.596677,26,16,0,10,6,Drexel
1329,1996,2273.483535,26,16,0,10,2,Oklahoma St
1267,1985,2273.48145,31,19,0,12,7,Marshall
1280,2012,2273.428757,32,21,0,11,3,Mississippi St
1281,1986,2273.42315,31,19,0,12,2,Missouri
1304,1999,2273.363023,31,19,0,12,2,Nebraska
1279,2008,2273.289693,31,21,0,10,3,Mississippi
1241,2011,2273.20849,32,21,0,11,9,James Madison
1180,2004,2273.20687,28,18,0,10,8,Drexel
1390,1992,2273.108807,28,18,0,10,1,Stanford
1163,1992,2273.107131,28,19,0,9,2,Connecticut
1130,1996,2273.09513,28,18,0,10,3,Boston College
1364,2014,2273.061067,28,19,0,9,3,Santa Barbara
1344,2009,2273.045187,32,19,0,13,3,Providence
1365,1993,2273.040644,27,16,0,11,6,Santa Clara
1256,2006,2273.035347,31,19,0,12,2,Louisiana Tech
1173,2011,2273.021552,35,22,0,13,0,Dayton
1348,1987,2272.998331,26,17,0,9,5,Rhode Island
1398,2012,2272.986786,30,18,0,12,8,Tennessee St
1365,1989,2272.953468,29,19,0,10,6,Santa Clara
1250,1991,2272.825159,29,19,0,10,9,Lehigh
1161,1997,2272.812313,26,17,0,9,5,Colorado St
1336,1989,2272.797354,29,18,0,11,5,Penn St
1343,1989,2272.779419,24,17,0,7,8,Princeton
1166,1998,2272.717895,27,18,0,9,8,Creighton
1245,2015,2272.702512,31,20,0,11,3,Kent
1266,2011,2272.679194,34,20,0,14,3,Marquette
1283,1986,2272.679031,25,18,0,7,2,Missouri St
1153,2006,2272.664906,30,18,0,12,4,Cincinnati
1286,1995,2272.654489,25,17,0,8,2,Montana St
1389,2011,2272.638248,33,20,0,13,6,St Peter's
1204,2015,2272.624963,28,19,0,9,0,Ga Southern
1142,2007,2272.582142,28,17,0,11,1,Cal Poly SLO
1261,1989,2272.570915,29,18,0,11,2,LSU
1229,2012,2272.513456,33,20,0,13,7,Illinois St
1371,2006,2272.491794,29,18,0,11,4,Seton Hall
1461,2003,2272.460067,29,19,0,10,3,Wyoming
1397,2003,2272.407881,28,17,0,11,2,Tennessee
1423,2005,2272.32186,29,19,0,10,7,UNC Wilmington
1437,2002,2272.314358,29,17,0,12,3,Villanova
1433,1988,2272.299493,31,20,0,11,6,VA Commonwealth
1172,2014,2272.243573,31,19,0,12,7,Davidson
1319,2006,2272.171551,28,18,0,10,4,Northern Arizona
1150,2013,2272.142248,32,21,0,11,2,Charlotte
1419,1994,2272.135622,27,18,0,9,8,ULM
1317,2007,2272.105983,30,20,0,10,5,North Texas
1364,2012,2272.09167,28,18,0,10,1,Santa Barbara
1155,1996,2272.077684,28,18,0,10,1,Clemson
1447,2002,2272.071312,28,19,0,9,9,Wagner
1234,1995,2272.060862,29,18,0,11,0,Iowa
1181,1996,2272.013455,30,18,0,12,2,Duke
1129,2011,2271.978652,31,19,0,12,1,Boise St
1386,2012,2271.974971,33,20,0,13,2,St Joseph's PA
1325,2000,2271.970535,33,20,0,13,6,Ohio
1151,2003,2271.967461,28,19,0,9,8,Chattanooga
1451,2010,2271.959424,28,18,0,10,4,Weber St
1405,2006,2271.87023,30,19,0,11,1,Toledo
1449,2007,2271.862215,32,19,0,13,3,Washington
1343,2000,2271.847305,28,18,0,10,5,Princeton
1283,1991,2271.806999,32,21,0,11,6,Missouri St
1350,2002,2271.806775,32,19,0,13,1,Richmond
1143,1996,2271.722649,27,17,0,10,1,California
1371,1994,2271.719614,29,17,0,12,1,Seton Hall
1438,1997,2271.709737,30,18,0,12,2,Virginia
1284,1992,2271.605196,29,20,0,9,12,Monmouth NJ
1280,2007,2271.595437,31,18,0,13,1,Mississippi St
1449,1999,2271.55135,27,16,0,11,1,Washington
1401,2015,2271.533508,31,20,0,11,3,Texas A&M
1326,2005,2271.530635,32,20,0,12,2,Ohio St
1151,1986,2271.503997,27,18,0,9,7,Chattanooga
1440,2009,2271.478827,28,20,0,8,8,VMI
1339,1996,2271.40415,27,17,0,10,6,Portland
1250,2013,2271.35435,29,20,0,9,8,Lehigh
1140,2000,2271.336232,29,19,0,10,1,BYU
1191,1995,2271.325315,27,18,0,9,8,Evansville
1266,1995,2271.293635,28,17,0,11,2,Marquette
1458,2006,2271.279188,30,19,0,11,2,Wisconsin
1351,2015,2271.266375,32,21,0,11,8,Rider
1203,2015,2271.265949,33,21,0,12,2,G Washington
1157,2006,2271.245758,26,16,0,10,8,Coastal Car
1217,2013,2271.242133,27,18,0,9,8,Harvard
1151,1991,2271.229467,27,17,0,10,8,Chattanooga
1416,2003,2271.151289,31,20,0,11,8,UCF
1218,1994,2271.142166,32,18,0,14,1,Hawaii
1405,2007,2271.136828,31,19,0,12,2,Toledo
1173,2012,2271.114691,32,20,0,12,2,Dayton
1318,2006,2271.071551,29,18,0,11,7,Northeastern
1159,1995,2271.035641,29,17,0,12,2,Colgate
1405,2000,2270.953824,31,18,0,13,7,Toledo
1460,1993,2270.888959,28,19,0,9,5,Wright St
1451,1996,2270.881275,28,18,0,10,1,Weber St
1192,1985,2270.868808,28,19,0,9,6,F Dickinson
1369,1999,2270.838309,27,18,0,9,7,SE Missouri St
1116,1996,2270.834586,30,18,0,12,1,Arkansas
1431,2009,2270.820623,31,19,0,12,3,UTEP
1285,1997,2270.789363,27,17,0,10,1,Montana
1175,2005,2270.676443,32,19,0,13,1,Delaware St
1104,2006,2270.654542,29,17,0,12,2,Alabama
1103,1999,2270.642043,26,17,0,9,8,Akron
1267,2000,2270.57356,28,19,0,9,6,Marshall
1223,1985,2270.565152,25,17,0,8,7,Houston Bap
1228,2014,2270.528963,33,19,0,14,2,Illinois
1275,2007,2270.412807,32,18,0,14,1,Miami OH
1392,2014,2270.392101,32,22,0,10,1,Stony Brook
1435,2000,2270.369138,29,19,0,10,2,Vanderbilt
1407,2009,2270.362168,30,18,0,12,7,Troy
1396,1989,2270.339378,29,18,0,11,6,Temple
1113,2008,2270.321779,31,19,0,12,3,Arizona St
1247,1991,2270.267888,28,19,0,9,8,La Salle
1438,2000,2270.235149,30,19,0,11,2,Virginia
1387,2003,2270.101161,29,16,0,13,2,St Louis
1329,2007,2270.080715,33,21,0,12,1,Oklahoma St
1104,2007,2270.066465,31,20,0,11,3,Alabama
1281,2000,2270.000874,30,18,0,12,2,Missouri
1133,1997,2269.793169,28,16,0,12,7,Bradley
1358,2006,2269.785605,27,18,0,9,0,Sam Houston St
1317,1988,2269.7588,29,17,0,12,3,North Texas
1177,2007,2269.74802,30,17,0,13,4,DePaul
1338,2001,2269.732627,30,17,0,13,1,Pittsburgh
1344,1990,2269.660484,28,17,0,11,2,Providence
1390,2007,2269.658456,30,18,0,12,3,Stanford
1268,1986,2269.642065,29,16,0,13,1,Maryland
1431,1993,2269.577546,30,18,0,12,1,UTEP
1437,1990,2269.423248,32,18,0,14,1,Villanova
1444,2008,2269.392958,32,20,0,12,2,W Michigan
1433,2006,2269.39031,29,19,0,10,8,VA Commonwealth
1245,2003,2269.374354,29,20,0,9,1,Kent
1452,2012,2269.335079,32,19,0,13,4,West Virginia
1405,2004,2269.264876,30,20,0,10,2,Toledo
1331,1996,2269.219132,25,16,0,9,3,Oral Roberts
1155,1998,2269.203255,31,18,0,13,1,Clemson
1393,2008,2269.196061,32,19,0,13,4,Syracuse
1274,1998,2269.184506,27,18,0,9,4,Miami FL
1196,2008,2269.181168,32,21,0,11,3,Florida
1423,1987,2269.174729,29,18,0,11,6,UNC Wilmington
1231,2003,2269.166213,32,20,0,12,1,Indiana
1211,1993,2269.16308,26,17,0,9,7,Gonzaga
1436,2002,2269.06644,29,21,0,8,7,Vermont
1264,1996,2269.057077,28,17,0,11,8,Manhattan
1257,1987,2269.032008,31,17,0,14,0,Louisville
1406,1993,2269.001401,26,17,0,9,10,Towson
1347,1991,2268.912336,25,18,0,7,9,Radford
1281,2001,2268.907476,30,18,0,12,2,Missouri
1261,2004,2268.864795,28,18,0,10,2,LSU
1251,1994,2268.814008,27,16,0,11,7,Liberty
1210,2001,2268.757256,29,17,0,12,1,Georgia Tech
1428,2001,2268.637882,27,16,0,11,2,Utah
1310,2003,2268.585303,29,17,0,12,7,Niagara
1180,2003,2268.584984,29,18,0,11,6,Drexel
1284,2004,2268.582494,32,21,0,11,4,Monmouth NJ
